Title,Year,Genres,Plot
The Texas Chainsaw Massacre,2003,Horror,"Driving through the backwoods of Texas, five youths pick up a traumatized hitchhiker, who shoots herself in their van. Shaken by the suicide, the group seeks help from the locals, but their situation becomes even more surreal when they knock on the door of a remote homestead. It's quickly apparent the residents are a family of inbred psychopaths, and the unlucky youths suddenly find themselves running for their lives. In hot pursuit is a disfigured, chainsaw-wielding cannibal known as Leatherface."
Swimming Pool,2003,"Crime, Drama, Mystery","Sarah Morton is a famous British mystery author. Tired of London and seeking inspiration for her new novel, she accepts an offer from her publisher John Bosload to stay at his home in Luberon, in the South of France. It is the off-season, and Sarah finds that the beautiful country locale and unhurried pace is just the tonic for her--until late one night, when John's indolent and insouciant French daughter Julie unexpectedly arrives. Sarah's prim and steely English reserve is jarred by Julie's reckless, sexually charged lifestyle. Their interactions set off an increasingly unsettling series of events, as Sarah's creative process and a possible real-life murder begin to blend dangerously together."
Stone Reader,2002,"Documentary, Drama",
Shattered Glass,2003,"Drama, History","This film tells the true story of fraudulent Washington, D.C. journalist Stephen Glass (Christensen), who rose to meteoric heights as a young writer in his 20s, becoming a staff writer at ""The New Republic"" for three years (1995-1998), where 27 of his 41 published stories were either partially or completely made up. Looking for a short cut to fame, Glass concocted sources, quotes and even entire stories, but his deception did not go unnoticed forever, and eventually, his world came crumbling down..."
Chasing Papi,2003,"Comedy, Romance","The successful and handsome wolf executive of the cosmetic industry Thomas Fuentes has three sexy Latin girlfriends: in Miami, the waitress Cici; in Chicago, the intellectual lawyer Lorena; and in New York, the ""daddy's girl"" Patricia. When the three women decide to visit him in Los Angeles, Thomas is in a big trouble."
Jackass: The Movie,2002,"Documentary, Action, Comedy","Johnny Knoxville and his crazy friends appear on the big screen for the very first time in Jackass: The Movie. They wander around Japan in panda outfits, wreak havoc on a once civilized golf court, they even do stunts involving LIVE alligators, and so on. While Johnny Knoxvile and his pals put their life at risk, they are entertaining people at the same time. Get ready for Jackass: The Movie!!"
Northfork,2003,"Drama, Fantasy","In a near-empty Northfork orphanage, Father Harlan gently tends to Irwin, an eight-year-old who lies between a dream state and death. As orphanage caretaker Harlan reads aloud about Northfork's years-ago forced evacuation to make way for a hydro-electric dam, Irwin's imagination takes flight. While a team of six men evacuate the last remaining citizens of the town, Irwin, too, invents a cast of characters to prepare himself for his own evacuation. (the above states the caretaker - who is actually the priest - is reading about a years-ago evacuation. In the movie, the evacuation is taking place as the boy lays dying!)"
Freaky Friday,2003,"Comedy, Family, Fantasy","The wide generation gap between Tess Coleman and her teenage daughter Anna is more than evident. They simply cannot understand each other's preferences. On a Thursday night they have a big argument in a Chinese restaurant. Both receive a fortune cookie each from the restaurant owner's mother which causes them to switch bodies next day. As they adjust with their new personalities, they begin to understand each other more and eventually it's the mutual self-respect that sorts the things out."
2 Fast 2 Furious,2003,"Action, Crime, Thriller",EX LAPD cop Brian O'Conner (Paul Walker) teams up with his ex-con friend Roman Pearce (Tyrese Gibson) and works with undercover U.S. Customs Service agent Monica Fuentes (Eva Mendes) to bring Miami-based drug lord Carter Verone (Cole Hauser) down.
Underworld,2003,"Action, Fantasy, Thriller","A war has been raging between the Vampires and Lycan for centuries, Selene (Beckinsale) is a death dealer, assigned to hunt down and eradicate the last of the Lycan. When she comes across Michael Corvin (Speedman) who holds the key to end the war she must decide where her allegiances will lie."
Mondays in the Sun,2002,"Comedy, Drama","2001: men without jobs, in the port city of Vigo. Six men worked in a shipyard, now shuttered. They pass the time at La Naval, a bar opened by one of them after the yard closed. They face their futures in makeshift ways: Rico has his bar and a sharp 15-year-old daughter, Reina has become a watchman and a moralizer, Lino fills out job applications, Amador drinks heavily and talks of his wife's return; José is married to Ana, who works at a cannery and tires of being the breadwinner amidst José's emasculated moodiness; Santa, the group's conscience and troublemaker, occasionally fantasizes about Australia. In truth, all are joined like Siamese twins, adrift."
Elf,2003,"Comedy, Family, Fantasy","Buddy was a baby in an orphanage who stowed away in Santa's sack and ended up at the North Pole. Later, as an adult human who happened to be raised by elves, Santa allows him to go to New York City to find his birth father, Walter Hobbs. Hobbs, on Santa's naughty list for being a heartless jerk, had no idea that Buddy was even born. Buddy, meanwhile, experiences the delights of New York City (and human culture) as only an elf can. When Walter's relationship with Buddy interferes with his job, he is forced to reevaluate his priorities."
The Magdalene Sisters,2002,Drama,"A thoroughly mind-provoking film about 3 young women who, under tragic circumstances, see themselves cast away to a Magdalene Asylum for young women in 1964. One of many like institutions, the asylums are run like prisons and young girls are forced to do workhouse laundry and hard labor. The asylum, one of many that existed in theocratic Catholic Ireland, is for supposedly 'fallen' women. Here, young girls are imprisoned indefinitely and endure agonizing punishments and a long, harsh working system which leaves them physically drained and mentally damaged. As the girls bond together, it soon becomes clear that the only way out of the Magdalene convent is to escape, but with twisted Sister Bridget running the wing, any chances seem limited..."
Alex & Emma,2003,"Comedy, Romance","A romantic comedy: Alex is an author whose writer's block and gambling debts have landed him in a jam. In order get loan sharks off his back, he must finish his novel in 30 days or wind up dead. To help him complete his manuscript he hires stenographer Emma. As Alex begins to dictate his tale of a romantic love triangle to the charming yet somewhat opinionated stenographer, Emma challenges his ideas at every turn. Her unsolicited yet intriguing input begins to inadvertently influence Alex and his story and soon real life begins to imitate art."
The Italian Job,2003,"Action, Crime, Thriller","Led by John Bridger (Donald Sutherland) and Charlie Croker (Mark Wahlberg) a team is assembled for one last heist to steal $35 million in gold bars from a heavily guarded safe in Venice, Italy. After successfully pulling off the heist, a team member, Steve (Edward Norton), driven by greed and jealousy, arranges to take the gold for himself and eliminate the remaining members of the group. Thinking the team dead, he returns to L.A. with the gold. Charlie and the survivors of this betrayal follow Steve L.A. to exact revenge against the traitor. Charlie enlists the help of John Bridger's daughter, Stella (Charlize Theron) - a professional safe cracker, to get revenge. With Stella and the hacking skills of Lyle (Seth Green), the explosives skills of ""Left Ear"" (Yasiin Bey), and the driving skills of ""Handsome"" Rob (Jason Statham) this new team plans and executes a daring heist that weaves through the freeways and subways of L.A."
House of the Dead,2003,"Action, Adventure, Horror","This film is a prequel to all of the The House of the Dead video games. Set on an island off the coast, a techno rave party attracts a diverse group of college coeds and a Coast Guard officer. Soon, they discover that their X-laced escapades are to be interrupted by zombies and monsters that attack them on the ground, from the air, and in the sea, ruled by an evil entity in the House of the Dead..."
Daddy Day Care,2003,"Comedy, Family","In the comedy Daddy Day Care, two fathers lose their jobs in product development at a large food company and are forced to take their sons out of the exclusive Chapman Academy and become stay-at-home fathers. With no job possibilities on the horizon, the two dads open their own day care facility, ""Daddy Day Care"", and employ some fairly unconventional and sidesplitting methods of caring for children. As ""Daddy Day Care"" starts to catch on, it launches them into a highly comedic rivalry with Chapman Academy's tough-as-nails director... who has driven all previous competitors out of business."
City of God,2002,"Crime, Drama","Brazil, 1960s, City of God. The Tender Trio robs motels and gas trucks. Younger kids watch and learn well...too well. 1970s: Li'l Zé has prospered very well and owns the city. He causes violence and fear as he wipes out rival gangs without mercy. His best friend Bené is the only one to keep him on the good side of sanity. Rocket has watched these two gain power for years, and he wants no part of it. Yet he keeps getting swept up in the madness. All he wants to do is take pictures. 1980s: Things are out of control between the last two remaining gangs...will it ever end? Welcome to the City of God."
Radio,2003,"Biography, Drama, Sport","Football coach Harold Jones befriends Radio, a mentally-challenged man who becomes a student at T.L. Hanna High School in Anderson, South Carolina. Their friendship extends over several decades, where Radio transforms from a shy, tormented man into an inspiration to his community."
Open Range,2003,"Action, Drama, Romance","Boss Spearman, Charley Waite, Mose Harrison and Button freegraze their cattle across the vast prairies of the West, sharing a friendship forged by a steadfast code of honor and living a life unencumbered by civilization. When their wayward herd forces them near the small town of Harmonville, the cowboys encounter a corrupt sheriff and kingpin rancher who govern the territory through fear, tyranny and violence. Boss and Charley find themselves inextricably drawn towards an inevitable showdown, as they are forced to defend the freedom and values of a lifestyle that is all too quickly vanishing. Amidst the turmoil, life suddenly takes an unexpected turn for the loner Charley when he meets the beautiful and warm spirited Sue Barlow, a woman who embraces both his heart and his soul."
Raising Victor Vargas,2002,"Drama, Romance","Victor is growing up on the Lower East Side and is at the age where he is driven by desire and unchained by maturity. His image as a ladies man is shattered when he is found in Fat Donna's bedroom. Soon, as a result of his sister's big mouth, the whole Dominican community knows. Full of confidence, Victor sets out to reclaim his image by winning Judy. Judy proves to be elusive and difficult. Victor persists, and with a surprising tenderness, ultimately wins Judy's heart."
21 Grams,2003,"Crime, Drama, Thriller","This is the story of three well-meaning but flawed people: Paul Rivers, an ailing mathematician lovelessly married to an English émigré; Christina Peck, an upper-middle-class suburban housewife, happily married homemaker with two young daughters, with hiding a secret past; and Jack Jordan, an ex-convict who has found in his Christian faith the strength to live a law-abiding life and raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will have learnt harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever."
Bruce Almighty,2003,"Comedy, Drama, Fantasy","Bruce Nolan, a television reporter in Buffalo, N.Y., is discontented with almost everything in life despite his popularity and the love of his girlfriend Grace . At the end of the worst day of his life, Bruce angrily ridicules and rages against God and God responds. God appears in human form and, endowing Bruce with divine powers, challenges Bruce to take on the big job to see if he can do it any better."
Standing in the Shadows of Motown,2002,"Documentary, Music","In 1959, Berry Gordy Jr. gathered the best musicians from Detroit's thriving jazz and blues scene to begin cutting songs for his new record company. Over a fourteen year period they were the heartbeat on every hit from Motown's Detroit era. By the end of their phenomenal run, this unheralded group of musicians had played on more number ones hits than the Beach Boys, the Rolling Stones, Elvis and the Beatles combined - which makes them the greatest hit machine in the history of popular music. They called themselves the Funk Brothers. Forty-one years after they played their first note on a Motown record and three decades since they were all together, the Funk Brothers reunited back in Detroit to play their music and tell their unforgettable story, with the help of archival footage, still photos, narration, interviews, re-creation scenes, 20 Motown master tracks, and twelve new live performances of Motown classics with the Brothers backing up contemporary performers."
The Singing Detective,2003,"Comedy, Crime, Musical","""While hospitalized with an extreme case of psoriasis, novelist Dan Dark reworks his first book in his head. Feverish, paranoid and prone to musical outbreaks, he confuses himself with his protagonist, a detective investigating the murder of a prostitute in 1950s Los Angeles."""
The Secret Lives of Dentists,2002,Drama,The movie centers on a dentist who has a strange dream that blurs the boundaries between fantasy and reality.
My Life Without Me,2003,"Drama, Romance","Ann, 23 years old, lives a modest life with her two kids and her husband in a trailer in her mother's garden. Her life takes a dramatic turn, when her doctor tells her that she has uterine cancer and only two months to live. She compiles a list of things to do before she dies."
Tears of the Sun,2003,"Action, Drama, Thriller","Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician, Dr. Lena Kendricks. Dr. Kendricks, an American citizen by marriage, is tending to the victims of the ongoing civil war at a Catholic mission in a remote village. When Waters arrives, however, Dr. Kendricks refuses to leave unless he promises to help deliver the villagers to political asylum at the nearby border. If they are left behind, they will be at the mercy of the enormous rebel army. Waters is under strict orders from his commanding officer Captain Bill Rhodes to remain disengaged from the conflict. But as he and his men witness the brutality of the rebels first-hand, they are won over to Dr. Kendricks' cause and place their lives at risk by agreeing to escort the villagers on a perilous trek through the dense jungle. As they move through the countryside on foot, Waters' team, experts at evasion and concealment, are inexplicably and ferociously pursued by an army of rebels. They are confounded until they discover that, among the refugees, is the sole survivor of the country's previous ruling family, whom the rebels have been ordered to eliminate at all costs. Waters and his small band of soldiers must weigh the life of one man against their own and the refugees they feel obliged to protect."
Love Actually,2003,"Comedy, Drama, Romance","Against the backdrop of aged has-been rock star Billy Mack's Christmas themed comeback cover of ""Love Is All Around"" which he knows is crap and makes no bones about it much to his manager Joe's chagrin as he promotes the record, several interrelated stories about romantic love and the obstacles to happiness through love for Londoners are presented in the five weeks preceding Christmas. Daniel's wife has just passed away, leaving him to take care of his adolescent stepson Sam by himself. Daniel is uncertain how to deal with Sam and his problems without his wife present, especially in light of a potential budding romance within their household. Juliet and Peter have just gotten married. They believe that Peter's best friend and best man Mark hates Juliet but won't say so to his or her face. Others looking at the situation from the outside believe Mark is jealous of Juliet as he is in love with Peter himself. Jamie, a writer, is taking a writing retreat by himself in rural France following catching his latest girlfriend in an indiscretion. Jamie ends up spending much time in France with Aurélia, the Portuguese woman hired as the housekeeper. The question becomes not only if they can communicate their day-to-day needs with each other as she speaks no English, he speaks no Portuguese, and neither speaks French well, but communicate what seems to be their increasing mutual attraction to each other. Sarah has been in love with her co-worker Karl for the two years they have worked together, this attraction which everyone in their workplace knows about. Sarah has to decide if she can be forward enough to express this love directly to Karl, especially in light of what has been her personal priority of dealing with a family issue. Harry and Karen have been in a stable long term marriage. His new assistant Mia drops hints to him that she would like them to be romantically involved. Harry has to decide whether to fall to the temptation, especially considering being married to a perceptive wife. Single and relatively young David is the newly elected Prime Minister. At 10 Downing Street, he is attracted to one of the new household servants, slightly overweight Natalie, but isn't sure what to do about it seeing as to their respective positions, the probable public scrutiny, and an incident involving the visiting U.S. President. Socially unaware Colin believes that the lack of romantic love in his life is all the fault of standoffish British women. As such, he decides to take decisive albeit somewhat unusual geographic action. And John and Judy are movie body doubles. They can communicate with each other straightforwardly while they are simulating sex filming a movie, but they may not be able to translate the feelings behind that simulation in real life to each other."
Hey Arnold! The Movie,2002,"Animation, Adventure, Comedy","When a powerful developer named Mr. Scheck wants to knock down all the stores and houses in Arnold's neighborhood to build a huge ""mall-plex"", it looks likes the neighborhood is doomed to disappear. But with the help of a superhero and a mysterious deep-voiced stranger, Arnold and Gerald will need to recover a crucial document in order to save their beloved neighborhood."
Agent Cody Banks,2003,"Action, Adventure, Comedy","A government agent trains a typical teenager Cody Banks who loves to skateboard, hates math, and feels like a complete idiot around girls, in the ways of covert operations that require younger participants. But Cody's got a secret--he's actually part of a secret teen CIA program. Cody's living every boy's dream life--he can drive like a stunt man, has an incredible arsenal of cool gadgets, and his agency mentor, Ronica Miles, is totally hot. But Cody's training is put to the test when he's sent to pose as a prep school student and befriend fellow teen Natalie Connors in order to gain access to her father--a scientist unknowingly developing a fleet of deadly pair of twisted villains called the nanobots for the evil organization ERIS, which can destroy any carbon or silicon-based substance-to destroy the world's defense systems so he can threaten anyone who opposes him. From runaway cars and high-speed snowboard chases to a spectacular final mountaintop showdown, Cody has to use everything he's learned to prove himself as an agent and stop ERIS from completing their mission before their mission fails."
Two Weeks Notice,2002,"Comedy, Romance","Harvard educated lawyer Lucy Kelson, following in the footsteps of her lawyer parents, uses her career for social activism. She hides any sense of femininity behind her work. George Wade is the suave public face of the Manhattan-based Wade Corporation, a development firm that Lucy routinely opposes and whose true head is George's profit-oriented brother, Howard Wade. George, who has a reputation as a lady's man, has had as his legal counsel a series of beautiful female lawyers with questionable credentials, they who have more primarily acted as his casual sex partners. Needing a real lawyer, he offers Lucy the job of his legal counsel on a chance meeting. Despite warnings from her parents in working for the ""enemy"", Lucy, who has no intention of being the latest in his bed partners, accepts the job as she feels she can do more good from the inside, and as George, as part of the job offer, promises not to demolish a community center in a heritage building as part of a development project near her childhood Coney Island home where her parents still live. Although Lucy is able to effect the type of change she wanted from this position, she finds she cannot deal with George's expectations of her, namely being his primary confidante and advisor at all hours of the day and night, mostly about issues she considers frivolous. As such, she gives him two weeks notice, although she promises to help George find her replacement. As Lucy begins to review resumes, George himself unilaterally decides to hire June Carver, a fellow Harvardite, but who seems to have her sights set on George as both a boss and personal partner. As June begins to replace Lucy in seemingly all aspects of George's life, Lucy begins to realize that she herself has fallen for George. However, Lucy's feelings for George and her attempts to re-ingratiate herself into George's life are placed into jeopardy when she learns of a Wade Corporation decision against her basic sensibilities."
Sweet Sixteen,2002,"Crime, Drama","Liam is a young, restless teen struggling to realize his dream in the gritty and dismal streets of Greenock, where unemployment is rampant and little hope is available to the city's youth. He is waiting for the release of his mother, Jean, from prison where she is completing a prison term for a crime that her boyfriend actually committed. Her boyfriend, Stan, is a crude and obnoxious drug pusher is partnered by Liam's equally rough and foul-mouthed, mean-spirited grandfather. Liam is determined to rescue his mother from both of them, which means creating a safe haven beyond their reach. But first he's got to raise the cash--no small feat for a young man. It's not long before Liam and his pals' crazy schemes lead them into all sorts of trouble. Finding himself dangerously out of his depth, Liam knows he should walk away. Only this time, he just can't let go."
Runaway Jury,2003,"Crime, Drama, Thriller","Wendell Rohr is a torts lawyer taking on the gun lobby. Rankin Fitch is the jury consultant for the Defendants and between them the battle is for the hearts and minds of the jury. But there is someone on the inside. Nicholas Easter is a juror with a girlfriend, Marlee, on the outside. they have a past ..... and their own agenda."
Out of Time,2003,"Crime, Drama, Mystery","Matt Whitlock, the police chief of the small town of Banyan Key, Florida, is separated from his wife, Alex, a police homicide detective in MIami. Matt's been having an affair with Ann Merai Harrison, a woman who's separated from her abusive husband, Chris, and who says that she has cancer. When her doctor tells her of a new expensive treatment, Matt decides to give her the nearly half a million dollars in an evidence lock up that he seized from a local drug bust. When Ann and her husband turn up dead only days after naming Chief Whitlock as beneficiary on a million dollar Life insurance policy, things start heating up for Whitlock as the evidence his wife Alex is gathering stacks up against him. And as if things couldn't get worse, the D.E.A. now want the drug money a.s.a.p. Anxiety runs high for Whitlock as he scrambles to figure out who has set him up and also recover half a million dollars all while trying not to break a sweat or draw any suspicions. He's a man who is way out of his depth, nearly out of luck, and desperately close to being out of time."
El crimen del padre Amaro,2002,"Drama, Romance","Recently ordained a priest, 24-year-old Father Amaro is sent to a small parish church in Los Reyes, Mexico to assist the aging Father Benito in his daily work. Benito--for years a fixture in the church as well as the community--welcomes Father Amaro into a new life of unseen challenges. Upon arriving in Los Reyes, the ambitious Father Amaro meets Amelia, a beautiful 16-year-old girl whose religious devotion soon becomes helplessly entangles in a growing attraction to the new priest. Amelia is quickly following into the footsteps of her mother, Sanjuanera, who has been engaged in a long-time affair with Father Benito. Amaro soon discovers that corruption and the Church are old acquaintances in Los Reyes. Father Benito has been receiving financial help from the region's drug lord for the construction of a new health clinic. As well, another priest in the diocese, Father Natalio, is suspected of assisting guerilla troops in the highlands. Maenwhile, Amelia and Father Amaro have fallen in love and have begun a passionate sexual relationship. As things become increasingly more complicated in the small community, the walls around Father Amaro begin to crumble. Torn between the divine and the carnal, the righteous and the unjust, Father Amaro must summon his strength to choose which life he will lead."
Veronica Guerin,2003,"Biography, Crime, Drama","Based on a true story, this is about the Irish journalist Veronica Guerin (Cate Blanchett), a reporter for The Sunday Independent, who exposed some of Dublin's most powerful crime barons and drug lords in 1996. But later that year she was gunned down by assasins hired by the same criminal drug lords she exposed."
The Cat in the Hat,2003,"Adventure, Comedy, Family","Conrad and Sally Walden (Spencer Breslin and Dakota Fanning) are home alone with their pet fish. It is raining outside, and there is nothing to do. Until The Cat in the Hat ('Mike Myers') walks in the front door. He introduces them to their imagination, and at first it's all fun and games, until things get out of hand, and The Cat must go, go, go, before their parents get back."
Pieces of April,2003,"Comedy, Drama","In a very poor zone of New York, April Burns and her boyfriend, the Afro-American Bobby, are preparing to receive April's family for thanksgiving dinner. While Bobby tries to borrow a suit for himself, April realizes that her stove is broken. She tries desperately to find a neighbor that can let her cook the turkey, since she does not want to fail (again) with her family. Meanwhile, in a suburb of Pennsylvania, her dysfunctional family is preparing to travel to New York. While driving, the relationship between the Burns and their black-sheep April is disclosed through the conversations between her father Jim, her resented mother Joy, her brother, her sister and her grandmother."
The Man Without a Past,2002,"Comedy, Drama, Romance","The second part of Aki Kaurismäki's ""Finland"" trilogy, the film follows a man who arrives in Helsinki and gets beaten up so severely he develops amnesia. Unable to remember his name or anything from his past life, he cannot get a job or an apartment, so he starts living on the outskirts of the city and slowly starts putting his life back on track."
The League of Extraordinary Gentlemen,2003,"Action, Adventure, Fantasy","Renowned adventurer Allan Quatermain leads a team of extraordinary figures with legendary powers to battle the technological terror of a madman known as ""The Fantom."" This ""League"" comprises seafarer/inventor Captain Nemo, vampiress Mina Harker, an invisible man named Rodney Skinner, American secret service agent Tom Sawyer, the ageless and invincible Dorian Gray, and the dangerous split personality of Dr. Jekyll/Mr. Hyde."
Blind Spot. Hitler's Secretary,2002,"Documentary, Biography, War","Traudl Junge was Adolf Hitler's private secretary, from Autumn 1942 until the collapse of the Nazi regime. She worked for him at the Wolfsschanze in Obersalzberg, on his private train and, finally, in his bunker in the besieged capital. It was Traudl Junge to whom Hitler dictated his final testament. In her first ever on-camera interview, 81-year-old Junge talks about her unique life. In the spring of 2001, Andre Heller succeeded in convincing Traudl Junge how valuable it is to record her unique memories. Fifty-six years after the end of the Second World War, an important eyewitness reveals her experiences to us. What she saw and heard turned her into an furious opponent of National Socialism; an opponent, moreover, who is still painfully aware and seems incapable of forgiving the young girl she once was--for her naivete, ignorance, and her liking for Hitler."
Holes,2003,"Adventure, Comedy, Drama","""But if you forget to come back for Madame Zeroni, you and your family will be cursed for always and eternity."" Those were the exact words spoken to young Elya Yelnats the day he forgot to repay Madame Zeroni. From then on his family was cursed with bad luck. One hundred years later Stanley Yelnats IV is accused of stealing a pair of cleats from a major league baseball player and sent to Camp Green Lake (a dry lake bed in the middle of the desert). It never rains at Camp Green Lake, it hasn't for one hundred years. The secretive and mysterious Warden has each inmate spend every day digging one hole to ""build character."" But when an artifact from the famous ""Kissin' Kate"" Barlow is found in a hole, the Warden forces the boys to work double time leading Stanley to deduce they're digging because the Warden is looking for something. But what? And how is the mystery of Camp Green Lake connected to Stanley's family curse?"
Master and Commander: The Far Side of the World,2003,"Action, Adventure, Drama","In April 1805 during the Napoleonic Wars, H.M.S. Surprise, a British frigate, is under the command of Captain Jack Aubrey. Aubrey and the Surprise's current orders are to track and capture or destroy a French privateer named Acheron. The Acheron is currently in the Atlantic off South America headed toward the Pacific in order to extend Napoleon's reach of the wars. This task will be a difficult one as Aubrey quickly learns in an initial battle with the Acheron that it is a bigger and faster ship than the Surprise, which puts the Surprise at a disadvantage. Aubrey's single-mindedness in this seemingly impossible pursuit puts him at odds with the Surprise's doctor and naturalist, Stephen Maturin, who is also Aubrey's most trusted advisor on board and closest friend. Facing other internal obstacles which have resulted in what they consider a string of bad luck, Aubrey ultimately uses Maturin's scientific exploits to figure out a way to achieve his and the ship's seemingly impossible goal."
Confidence,2003,"Crime, Thriller","Jake Vig leads a small Los Angeles based team of grifters, each member who has his specific role in each con: Jake is the main man, Miles the adversary, Big Al the scared innocent bystander, and Gordo the dead shooting victim. He also has in his pockets crooked LAPD detectives Lloyd Whitworth and Omar Manzano who basically play themselves as needed. Beyond getting the money, the basic goal of each con is to ensure the mark is so scared by what has happened - usually being an accomplice in a ""murder"" - that he won't come back looking for the money. Jake learns the hard way that their latest mark, Louis Dolby, who they fleeced for $150,000, was carrying money for a criminal named King, who takes a no prisoners approach in getting even, he who knows who stole his money. Instead of returning the $150,000 to King, money which he no longer has anyway, Jake convinces King to parlay that money and a bit more into a bigger con against a mark of King's choice, that person being banker Morgan Price, a second generation mobster. The total take for this con is to be $5 million. Beyond co-opting a couple of inside people for this con, King wants one of his own men inserted - Lupus - and Jake also enlists the work of a female pickpocket he recently ran across named Lily, to who he is attracted. During the process, a small wrinkle occurs when they learn that Special Agent Gunther Butan with the US Customs Agency, an old adversary of Jake's, is currently after him, which means they either have to call off the international mission or watch more carefully their movements, with Jake not to be the one to carry any money across the border. But with a group of con artists working for the first time with new players, a question becomes are there any inside cons at play, especially in this case where Jake has more of a personal stake than usual."
Bowling for Columbine,2002,"Documentary, Crime, Drama","The United States of America is notorious for its astronomical number of people killed by firearms for a developed nation without a civil war. With his signature sense of angry humor, activist filmmaker Michael Moore sets out to explore the roots of this bloodshed. In doing so, he learns that the conventional answers of easy availability of guns, violent national history, violent entertainment and even poverty are inadequate to explain this violence when other cultures share those same factors without the equivalent carnage. In order to arrive at a possible explanation, Michael Moore takes on a deeper examination of America's culture of fear, bigotry and violence in a nation with widespread gun ownership. Furthermore, he seeks to investigate and confront the powerful elite political and corporate interests fanning this culture for their own unscrupulous gain."
A Mighty Wind,2003,"Comedy, Music","When folk icon Irving Steinbloom passed away, he left behind a legacy of music and a family of performers he has shepherded to folk stardom. To celebrate a life spent submerged in folk, Irving's loving son Jonathan has decided to put together a memorial concert featuring some of Steinbloom's best-loved musicians. There's Mitch and Mickey, who were the epitome of young love until their partnership was torn apart by heartbreak; classic troubadours The Folksmen, whose records were endlessly entertaining for anyone able to punch a hole in the center to play them; and The New Main Street Singers, the most meticulously color-coordinated neuftet ever to hit an amusement park. Now for one night only in New York City's Town Hall, these three groups will reunite and gather together to celebrate the music that almost made them famous."
In This World,2002,Drama,"In February 2002 in the Shamshatoo Refugee Camp in the North West Frontier Province in Pakistan, there are 53,000 refugees living in sub-human conditions since 1979 with the Soviet Union invasion and 2001 with the USA bombing and invasion of Afghanistan. The family of the Afghan Enayat and his cousin Jamal decides to send them illegally to London to have a better life. They hire coyotes to smuggle the cousins through Iran and Turkey to Italy and finally London hidden inside trucks and containers. However, the long journey locked in a container with other families poses a terrible challenge to the boys."
Nicholas Nickleby,2002,"Adventure, Drama, Romance","Young Nicholas and his family enjoy a comfortable life, until Nicholas' father dies and the family is left penniless. Nicholas, his sister and mother venture to London to seek help from their Uncle Ralph, but Ralph's only intentions are to separate the family and exploit them. Nicholas is sent to a school run by the cruel, abusive and horridly entertaining Wackford Squeers. Eventually, Nicholas runs away with schoolmate Smike, and the two set off to reunite the Nickleby family."
Luther,2003,"Biography, Drama, History","Biography of Martin Luther, the 16th-century priest who led the Christian Reformation and opened up new possibilities in exploration of faith. The film begins with his vow to become a monk, and continues through his struggles to reconcile his desire for sanctification with his increasing abhorrence of the corruption and hypocrisy pervading the Church's hierarchy. He is ultimately charged with heresy and must confront the ruling cardinals and princes, urging them to make the Scriptures available to the common believer and lead the Church toward faith through justice and righteousness."
Identity,2003,"Mystery, Thriller","Malcolm Rivers has been convicted as the perpetrator of several murders and is sentenced to death. An eleventh hour defense by his lawyers and psychiatrist that Malcolm is insane based on new evidence has resulted in them meeting with the prosecutors and the judge to discuss if the verdict should be overturned. Meanwhile, on a dark night during a torrential rainstorm in the Nevada desert, a series of chain reaction events results in several people needing to stay at an out of the way motel managed by Larry. They are: ex-cop now limo driver Ed, and his client Caroline, a diva of a once famous actress; quiet adolescent Timmy, his stepfather George, and his mother Alice, who was seriously injured when Ed accidentally ran over her as she watched George change their flat tire; prostitute Paris, who was the unwitting cause of George's flat tire; newlyweds Lou and Ginny, whose marriage is based on a lie; and Police Officer Rhodes, who was en route escorting prisoner Robert to his new institution. They all can't leave the area because of washed out roads, all the other businesses around the motel are closed because of the storm, and all communication in and out is not functioning also because of the storm. One by one, they are murdered, the murderer leaving a calling card of a motel room key, starting with the room 10 key and working his way presumably to the room 1 key when the last person will be dead. Those still alive band somewhat together under Officer Rhodes and Ed's direction to find out which of the eleven is the murderer, and if, based on one of their theories, that they were brought to the motel by some force by the murderer as his intended targets. Whether those still alive can discover who the murderer is, discover why he has chosen to kill them, and be able to subdue him may well determine Malcolm's fate."
Final Destination 2,2003,"Fantasy, Horror, Mystery","Clear Rivers has been living life in a mental hospital after the bizarre events that lead to the deaths of her friends. One day, she is approached by a girl named Kimberly who believes she had a premonition similar to her friend Alex who died. Clear has to either risk her life helping others, or stay inside the hospital the rest of her life waiting for her death to come. What will she do?"
Down with Love,2003,"Comedy, Romance",An homage to the early 1960s sex comedies that starred Rock Hudson and Doris Day. The story follows a best-selling female advice author who has all the answers until a sly journalist playboy starts asking the questions.
